,subsizes,<S>,<S^2>,<S>_typ
0,1,0.6108643020548935,5.551115123125783e-17,0.0
1,2,1.1748411478755103,0.0019533360824106616,0.0
2,3,1.679864283647123,0.01009307590838704,0.0
3,4,2.1166997913194106,0.027289279485023243,0.0
4,5,2.4827717062374415,0.05341214055878307,0.0
5,6,2.7769283295468816,0.08483349163181142,0.0
6,7,3.0012783058382984,0.11696395759937595,0.0
7,8,3.1586166602670884,0.14487740539651206,0.0
8,9,3.2517304635434034,0.16427825157414588,0.0
9,10,3.282476836943761,0.17130704628870852,0.0
