,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.42270908780599115,0.0,0.0,0.0,0.4227090878059911,,0.0
1,2,0.8205422956420161,0.0,0.0,0.0,0.8204087666032124,,0.0
2,3,1.1542990818454713,0.0,0.0,0.0,1.1539749823099656,,0.0
3,4,1.3984529212975882,0.0,0.0,0.0,1.396250275437462,,0.0
4,5,1.597361548587486,0.0,0.0,0.0,1.593225800504605,,0.0
5,6,1.751687443078284,0.0,0.0,0.0,1.7464454795464424,,0.0
6,7,1.8676882812953988,0.0,0.0,0.0,1.8617106741566232,,0.0
7,8,1.9479061554631598,0.0,0.0,0.0,1.941591154367325,,0.0
8,9,1.9948099656012805,0.0,0.0,0.0,1.988609760090186,,0.0
9,10,2.0102938637617083,0.0,0.0,0.0,2.00406422204852,,0.0
