,subsizes,<S>,<S^2>,<S>_typ
0,1,0.6896709283570266,2.220446049250313e-16,0.0
1,2,1.3538401111040566,0.0009358260500567095,0.0
2,3,2.001258727938343,0.0042022112335677875,0.0
3,4,2.6107418855697917,0.01138984160220069,0.0
4,5,3.1885847295876264,0.024896845628223474,0.0
5,6,3.714392705770209,0.046547842894874236,0.0
6,7,4.185971103878411,0.07855151956378137,0.0
7,8,4.586254742785392,0.12008576788938186,0.0
8,9,4.910693653869412,0.16830083861633227,0.0
9,10,5.147131831166143,0.2148600473846578,0.0
10,11,5.292570045309776,0.25005358581009673,0.0
11,12,5.340724805677723,0.2630730531864529,0.0
