,subsizes,<S>,<S^2>,<S>_typ
0,1,0.5117400734174095,0.0,0.0
1,2,0.9815349589215417,0.0014802900416651665,0.0
2,3,1.39957073176566,0.0074045569821497015,0.0
3,4,1.7613552749581654,0.018877061321938893,0.0
4,5,2.068330544078739,0.0346464228153307,0.0
5,6,2.3241474708106864,0.052487249558327065,0.0
6,7,2.534060725808032,0.07109727831748458,0.0
7,8,2.70172142798214,0.08917364498882296,0.0
8,9,2.82970055258466,0.10543172729295058,0.0
9,10,2.9198295723637466,0.11864647692178742,0.0
10,11,2.9733714137717837,0.12750486990254117,0.0
11,12,2.991116811342016,0.13071631531917305,0.0
