,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.3983071138052843,5.551115123125783e-17,0.0,0.0,0.3983071138052843,0.0,5.551115123125783e-17
1,2,0.7687037764266283,0.0008256655081151365,0.0,0.0,0.769327683690068,0.0,0.0007662212235722832
2,3,1.0750656068107778,0.0052532813819341495,0.0,0.0,1.0759135477037678,0.0,0.005047334357162203
3,4,1.313936850265728,0.010632642394674097,0.0,0.0,1.3145673237610214,0.0,0.010141307744499617
4,5,1.5071106585307512,0.017087163610959077,0.0,0.0,1.5076938883713273,0.0,0.016258111451993074
5,6,1.6632959664575606,0.02438664570127269,0.0,0.0,1.664039839718799,0.0,0.023243646727084677
6,7,1.786474257785373,0.03139246593845568,0.0,0.0,1.7872672069711193,0.0,0.029954003958943876
7,8,1.8798034279347589,0.03765648872966132,0.0,0.0,1.8806818131937801,0.0,0.0359472070842628
8,9,1.9453527112657238,0.042703808847041724,0.0,0.0,1.9461913816567011,0.0,0.04076339273697238
9,10,1.9842107009686656,0.046065941588547155,0.0,0.0,1.984958015726657,0.0,0.044035161512619325
10,11,1.997169592288828,0.04732120181987698,0.0,0.0,1.9978438825540819,0.0,0.04524943375953239
