,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.30463609734923824,0.0,0.0,0.013479473334037087,0.31137583401625674
1,2,0.5522986800204965,0.0018069870461192572,0.0,0.026556020936267508,0.5664978974393877
2,3,0.7388384617742008,0.0039535614348665815,0.0,0.03814827443533202,0.7620544761376377
3,4,0.8892422754884775,0.0063347768589194775,0.0,0.047128733197945076,0.9210655080653769
4,5,1.011700511630674,0.008804406373225993,0.0,0.052664809662484935,1.0510904230175657
5,6,1.1106817335403845,0.011245966699902965,0.0,0.05719399575187893,1.1568757597504293
6,7,1.1889329256828978,0.013542966703121051,0.0,0.05958394961450105,1.2407124034626318
7,8,1.2482377501021056,0.015583841550196986,0.0,0.06135598730087388,1.3047317640168503
8,9,1.2897603588076025,0.01725553829580928,0.0,0.06258169867084457,1.349412922209881
9,10,1.3142313171751399,0.0184122135600695,0.0,0.06330258693179161,1.3760427761153888
10,11,1.3222656401797162,0.01885859893305497,0.0,0.06354058818265947,1.384650341353715
