,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.5859526183035509,0.0,0.0,0.5859526183035509,0.5859526183035509
1,2,1.12834771951153,0.0016555835804505925,0.0,1.133562367368274,1.1288001812475783
2,3,1.616750756988959,0.008540097649588407,0.0,1.6305614694278137,1.6179501290397698
3,4,2.043594283716209,0.023138795190199346,0.0,2.071367257863263,2.0460074171830156
4,5,2.4073095712901638,0.04543609922754488,0.0,2.453170882056197,2.411295387891882
5,6,2.707904821443014,0.07274124283818484,0.0,2.7744377854144204,2.713688290538725
6,7,2.9478770821621967,0.10170157193807228,0.0,3.035462015687122,2.955490966001645
7,8,3.1305483693902847,0.12914629216223616,0.0,3.2371463113585417,3.1398149710225414
8,9,3.25891595595054,0.15216817966626728,0.0,3.3806404250956823,3.2694971299466813
9,10,3.335100614597577,0.16788592650586232,0.0,3.466416984580762,3.3465151724421704
10,11,3.3603460757592596,0.1736214685940105,0.0,3.4949723775896304,3.3720481162273948
